COMMIT_CONFIDENCE	HIGH_1	MED_1	LOW_1	COMMIT_SEVERITY	HIGH_2	MED_2	LOW_2	COMMIT_CWES	UNIQUE_CWES	CWE_IDS
14c79c062bc331632de7a164477b45522b2150d0	1077	2	0	14c79c062bc331632de7a164477b45522b2150d0	0	2	1077	14c79c062bc331632de7a164477b45522b2150d0	4	78, 330, 377, 703
1c33d10115fac1c86443cf38ae6cb98b8d7d2093	1088	2	0	1c33d10115fac1c86443cf38ae6cb98b8d7d2093	0	2	1088	1c33d10115fac1c86443cf38ae6cb98b8d7d2093	4	78, 330, 377, 703
1ce0e76ced5d3589a1fbe7aa17fc35a96c3c431a	1058	2	0	1ce0e76ced5d3589a1fbe7aa17fc35a96c3c431a	0	4	1056	1ce0e76ced5d3589a1fbe7aa17fc35a96c3c431a	5	78, 330, 377, 502, 703
2274ceb3129acc68e7243ff62030378fabb7ffb4	1097	2	0	2274ceb3129acc68e7243ff62030378fabb7ffb4	0	2	1097	2274ceb3129acc68e7243ff62030378fabb7ffb4	4	78, 330, 377, 703
28793934248a84fccd285b05f1e6367033f8b7ba	1059	2	0	28793934248a84fccd285b05f1e6367033f8b7ba	0	4	1057	28793934248a84fccd285b05f1e6367033f8b7ba	5	78, 330, 377, 502, 703
2977af5c59403d5ac047e54db79696e664be1b8c	1092	2	0	2977af5c59403d5ac047e54db79696e664be1b8c	0	2	1092	2977af5c59403d5ac047e54db79696e664be1b8c	4	78, 330, 377, 703
29e6bfe9f3d53bbf7381f9c813fcef4e354301c0	1065	2	0	29e6bfe9f3d53bbf7381f9c813fcef4e354301c0	0	4	1063	29e6bfe9f3d53bbf7381f9c813fcef4e354301c0	5	78, 330, 377, 502, 703
2e2022af2e8071fd9b444dd5e73b270387342419	1068	2	0	2e2022af2e8071fd9b444dd5e73b270387342419	0	4	1066	2e2022af2e8071fd9b444dd5e73b270387342419	5	78, 330, 377, 502, 703
2f66f1c2e3474b8555c82142c46831588cb8b242	1020	2	0	2f66f1c2e3474b8555c82142c46831588cb8b242	0	4	1018	2f66f1c2e3474b8555c82142c46831588cb8b242	5	78, 330, 377, 502, 703
30c34a5239ca53fca268fd7b85413bbfa50f8301	1048	2	0	30c34a5239ca53fca268fd7b85413bbfa50f8301	0	4	1046	30c34a5239ca53fca268fd7b85413bbfa50f8301	5	78, 330, 377, 502, 703
